'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL'
'9536','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9541','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9542','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9543','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9544','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9545','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9546','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9547','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9548','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9549','16',"Miscellaneous diagnostic and therapeutic procedures",'16.31',"Ophthalmologic and otologic diagnosis and treatment [220.]",' '," "
'9607','16',"Miscellaneous diagnostic and therapeutic procedures",'16.32',"Nasogastric tube [221.]",' '," "
'9900','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9901','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9902','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9903','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9904','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9905','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9906','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9907','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9908','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'9909','16',"Miscellaneous diagnostic and therapeutic procedures",'16.33',"Blood transfusion [222.]",' '," "
'966 ','16',"Miscellaneous diagnostic and therapeutic procedures",'16.34',"Enteral and parenteral nutrition [223.]",' '," "
'9915','16',"Miscellaneous diagnostic and therapeutic procedures",'16.34',"Enteral and parenteral nutrition [223.]",' '," "
'0010','16',"Miscellaneous diagnostic and therapeutic procedures",'16.35',"Cancer chemotherapy [224.]",' '," "
'0015','16',"Miscellaneous diagnostic and therapeutic procedures",'16.35',"Cancer chemotherapy [224.]",' '," "
'1770','16',"Miscellaneous diagnostic and therapeutic procedures",'16.35',"Cancer chemotherapy [224.]",' '," "
'9925','16',"Miscellaneous diagnostic and therapeutic procedures",'16.35',"Cancer chemotherapy [224.]",' '," "
'9928','16',"Miscellaneous diagnostic and therapeutic procedures",'16.35',"Cancer chemotherapy [224.]",' '," "
'9960','16',"Miscellaneous diagnostic and therapeutic procedures",'16.36',"Conversion of cardiac rhythm [225.]",' '," "
'9961','16',"Miscellaneous diagnostic and therapeutic procedures",'16.36',"Conversion of cardiac rhythm [225.]",' '," "
'9962','16',"Miscellaneous diagnostic and therapeutic procedures",'16.36',"Conversion of cardiac rhythm [225.]",' '," "
'9963','16',"Miscellaneous diagnostic and therapeutic procedures",'16.36',"Conversion of cardiac rhythm [225.]",' '," "
'9964','16',"Miscellaneous diagnostic and therapeutic procedures",'16.36',"Conversion of cardiac rhythm [225.]",' '," "
'9969','16',"Miscellaneous diagnostic and therapeutic procedures",'16.36',"Conversion of cardiac rhythm [225.]",' '," "
'0033','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'0034','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'0035','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'0039','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'3823','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'3824','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'3825','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8701','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8702','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8704','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8705','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8706','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8707','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8708','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8709','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8711','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8712','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8713','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8714','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8715','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8716','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8717','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8722','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8723','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8724','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8729','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8731','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8732','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8733','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8734','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8735','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8738','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8739','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8742','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8743','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8749','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8751','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8752','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8754','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8759','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8763','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8765','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8766','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8769','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8772','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8774','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8775','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8776','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8777','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8778','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8779','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8781','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8782','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8783','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8784','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8785','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8789','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8791','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8792','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8793','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8794','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8795','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8799','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8802','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8803','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8804','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8809','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8811','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8812','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8813','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8814','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8815','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8816','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8819','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8821','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8822','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8823','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8824','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8825','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8826','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8827','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8828','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8829','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8831','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8832','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8833','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8834','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8835','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8836','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8837','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8839','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8859','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8881','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8882','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8883','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8884','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8885','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8886','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8889','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8890','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'8898','16',"Miscellaneous diagnostic and therapeutic procedures",'16.37',"Other diagnostic radiology and related techniques [226.]",' '," "
'0058','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'0059','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'0067','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'0068','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'0069','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8901','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8902','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8903','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8904','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8905','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8906','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8907','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8908','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8909','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8910','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8911','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8912','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8913','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8915','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8916','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8917','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8918','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8919','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8921','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8922','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8923','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8924','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8925','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8926','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8931','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8932','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8933','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8934','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8935','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8936','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8937','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8938','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8939','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8945','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8946','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8947','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8948','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8949','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8950','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8953','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8955','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8956','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8957','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8958','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8959','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8961','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8962','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8963','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8966','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8967','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8968','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'8969','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'897 ','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'898 ','16',"Miscellaneous diagnostic and therapeutic procedures",'16.38',"Other diagnostic procedures (interview; evaluation; consultation) [227.]",' '," "
'9931','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9932','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9933','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9934','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9935','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9936','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9937','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9938','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9939','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9941','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9942','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9943','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9944','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9945','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9946','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9947','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9948','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9951','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9952','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9953','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9954','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9955','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9956','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9957','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9958','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9959','16',"Miscellaneous diagnostic and therapeutic procedures",'16.39',"Prophylactic vaccinations and inoculations [228.]",' '," "
'9801','16',"Miscellaneous diagnostic and therapeutic procedures",'16.40',"Nonoperative removal of foreign body [229.]",' '," "
'9802','16',"Miscellaneous diagnostic and therapeutic procedures",'16.40',"Nonoperative removal of foreign body [229.]",' '," "
'9803','16',"Miscellaneous diagnostic and therapeutic procedures",'16.40',"Nonoperative removal of foreign body [229.]",' '," "
'9804','16',"Miscellaneous diagnostic and therapeutic procedures",'16.40',"Nonoperative removal of foreign body [229.]",' '," "
