NOTE: New codes are introduced in October and old codes are phased out in September.
'ICD-9-CM CODE','CCS CATEGORY','CCS CATEGORY DESCRIPTION','ICD-9-CM CODE DESCRIPTION','OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'29514','659  ','Schizophrenia and other psychotic disorde',"HEBEPHRENIA-CHREXACERB",' ',' '
'29515','659  ','Schizophrenia and other psychotic disorde',"HEBEPHRENIA-REMISSION",' ',' '
'29520','659  ','Schizophrenia and other psychotic disorde',"CATATONIA-UNSPEC",' ',' '
'29521','659  ','Schizophrenia and other psychotic disorde',"CATATONIA-SUBCHRONIC",' ',' '
'29522','659  ','Schizophrenia and other psychotic disorde',"CATATONIA-CHRONIC",' ',' '
'29523','659  ','Schizophrenia and other psychotic disorde',"CATATONIA-SUBCHREXACERB",' ',' '
'29524','659  ','Schizophrenia and other psychotic disorde',"CATATONIA-CHREXACERB",' ',' '
'29525','659  ','Schizophrenia and other psychotic disorde',"CATATONIA-REMISSION",' ',' '
'29530','659  ','Schizophrenia and other psychotic disorde',"PARANOID SCHIZO-UNSPEC",' ',' '
'29531','659  ','Schizophrenia and other psychotic disorde',"PARANOID SCHIZO-SUBCHR",' ',' '
'29532','659  ','Schizophrenia and other psychotic disorde',"PARANOID SCHIZO-CHRONIC",' ',' '
'29533','659  ','Schizophrenia and other psychotic disorde',"PARAN SCHIZO-SUBCHREXAC",' ',' '
'29534','659  ','Schizophrenia and other psychotic disorde',"PARAN SCHIZO-CHREXACERB",' ',' '
'29535','659  ','Schizophrenia and other psychotic disorde',"PARANOID SCHIZO-REMISS",' ',' '
'29540','659  ','Schizophrenia and other psychotic disorde',"AC SCHIZOPHRENIA-UNSPEC",' ',' '
'29541','659  ','Schizophrenia and other psychotic disorde',"AC SCHIZOPHRENIA-SUBCHR",' ',' '
'29542','659  ','Schizophrenia and other psychotic disorde',"AC SCHIZOPHRENIA-CHR",' ',' '
'29543','659  ','Schizophrenia and other psychotic disorde',"AC SCHIZO-SUBCHREXACERB",' ',' '
'29544','659  ','Schizophrenia and other psychotic disorde',"AC SCHIZOPHR-CHREXACERB",' ',' '
'29545','659  ','Schizophrenia and other psychotic disorde',"AC SCHIZOPHRENIA-REMISS",' ',' '
'29550','659  ','Schizophrenia and other psychotic disorde',"LATENT SCHIZOPHREN-UNSP",' ',' '
'29551','659  ','Schizophrenia and other psychotic disorde',"LAT SCHIZOPHREN-SUBCHR",' ',' '
'29552','659  ','Schizophrenia and other psychotic disorde',"LATENT SCHIZOPHREN-CHR",' ',' '
'29553','659  ','Schizophrenia and other psychotic disorde',"LAT SCHIZO-SUBCHREXACER",' ',' '
'29554','659  ','Schizophrenia and other psychotic disorde',"LATENT SCHIZO-CHREXACER",' ',' '
'29555','659  ','Schizophrenia and other psychotic disorde',"LAT SCHIZOPHREN-REMISS",' ',' '
'29560','659  ','Schizophrenia and other psychotic disorde',"RESID SCHIZOPHREN-UNSP",' ',' '
'29561','659  ','Schizophrenia and other psychotic disorde',"RESID SCHIZOPHREN-SUBCHR",' ',' '
'29562','659  ','Schizophrenia and other psychotic disorde',"RESIDUAL SCHIZOPHREN-CHR",' ',' '
'29563','659  ','Schizophrenia and other psychotic disorde',"RESID SCHIZO-SUBCHREXAC",' ',' '
'29564','659  ','Schizophrenia and other psychotic disorde',"RESID SCHIZO-CHREXACERB",' ',' '
'29565','659  ','Schizophrenia and other psychotic disorde',"RESID SCHIZOPHREN-REMISS",' ',' '
'29570','659  ','Schizophrenia and other psychotic disorde',"SCHIZOAFFECTIVE-UNSPEC",' ',' '
'29571','659  ','Schizophrenia and other psychotic disorde',"SCHIZOAFFECTIVE-SUBCHR",' ',' '
'29572','659  ','Schizophrenia and other psychotic disorde',"SCHIZOAFFECTIVE-CHRONIC",' ',' '
'29573','659  ','Schizophrenia and other psychotic disorde',"SCHIZOAFF-SUBCHREXACER",' ',' '
'29574','659  ','Schizophrenia and other psychotic disorde',"SCHIZOAFFECT-CHREXACER",' ',' '
'29575','659  ','Schizophrenia and other psychotic disorde',"SCHIZOAFFECTIVE-REMISS",' ',' '
'29580','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NEC-UNSPEC",' ',' '
'29581','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NEC-SUBCHR",' ',' '
'29582','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NEC-CHR",' ',' '
'29583','659  ','Schizophrenia and other psychotic disorde',"SCHIZO NEC-SUBCHREXACER",' ',' '
'29584','659  ','Schizophrenia and other psychotic disorde',"SCHIZO NEC-CHREXACERB",' ',' '
'29585','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NEC-REMISS",' ',' '
'29590','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NOS-UNSPEC",' ',' '
'29591','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NOS-SUBCHR",' ',' '
'29592','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NOS-CHR",' ',' '
'29593','659  ','Schizophrenia and other psychotic disorde',"SCHIZO NOS-SUBCHREXACER",' ',' '
'29594','659  ','Schizophrenia and other psychotic disorde',"SCHIZO NOS-CHREXACERB",' ',' '
'29595','659  ','Schizophrenia and other psychotic disorde',"SCHIZOPHRENIA NOS-REMISS",' ',' '
'2970 ','659  ','Schizophrenia and other psychotic disorde',"PARANOID STATE/ SIMPLE",' ',' '
'2971 ','659  ','Schizophrenia and other psychotic disorde',"PARANOIA",' ',' '
'2972 ','659  ','Schizophrenia and other psychotic disorde',"PARAPHRENIA",' ',' '
'2973 ','659  ','Schizophrenia and other psychotic disorde',"SHARED PARANOID DISORDER",' ',' '
'2978 ','659  ','Schizophrenia and other psychotic disorde',"PARANOID STATES NEC",' ',' '
'2979 ','659  ','Schizophrenia and other psychotic disorde',"PARANOID STATE NOS",' ',' '
'2980 ','659  ','Schizophrenia and other psychotic disorde',"REACT DEPRESS PSYCHOSIS",' ',' '
'2981 ','659  ','Schizophrenia and other psychotic disorde',"EXCITATIV TYPE PSYCHOSIS",' ',' '
'2982 ','659  ','Schizophrenia and other psychotic disorde',"REACTIVE CONFUSION",' ',' '
'2983 ','659  ','Schizophrenia and other psychotic disorde',"ACUTE PARANOID REACTION",' ',' '
'2984 ','659  ','Schizophrenia and other psychotic disorde',"PSYCHOGEN PARANOID PSYCH",' ',' '
'2988 ','659  ','Schizophrenia and other psychotic disorde',"REACT PSYCHOSIS NECNOS",' ',' '
'2989 ','659  ','Schizophrenia and other psychotic disorde',"-PSYCHOSIS NOS-",' ',' '
'2910 ','660  ','Alcohol-related disorders',"DELIRIUM TREMENS",' ',' '
'2911 ','660  ','Alcohol-related disorders',"ALCOHOL AMNESTIC SYND",' ',' '
'2912 ','660  ','Alcohol-related disorders',"ALCOHOLIC DEMENTIA NEC",' ',' '
'2913 ','660  ','Alcohol-related disorders',"ALCOHOL HALLUCINOSIS",' ',' '
'2914 ','660  ','Alcohol-related disorders',"PATHOLOGIC ALCOHOL INTOX",' ',' '
'2915 ','660  ','Alcohol-related disorders',"ALCOHOLIC JEALOUSY",' ',' '
'2918 ','660  ','Alcohol-related disorders',"ALCOHOLIC PSYCHOSIS NEC  (End 1996)",' ',' '
'29181','660  ','Alcohol-related disorders',"ALCOHOL WITHDRAWAL (Begin 1996)",' ',' '
'29182','660  ','Alcohol-related disorders',"ALCOH INDUCE SLEEP DISOR (Begin 2005)",' ',' '
'29189','660  ','Alcohol-related disorders',"OT ALCOHOL PSYCHOSIS (Begin 1996)",' ',' '
'2919 ','660  ','Alcohol-related disorders',"ALCOHOLIC PSYCHOSIS NOS",' ',' '
'30300','660  ','Alcohol-related disorders',"AC ALCOHOL INTOX-UNSPEC",' ',' '
'30301','660  ','Alcohol-related disorders',"AC ALCOHOL INTOX-CONTIN",' ',' '
'30302','660  ','Alcohol-related disorders',"AC ALCOHOL INTOX-EPISOD",' ',' '
'30303','660  ','Alcohol-related disorders',"AC ALCOHOL INTOX-REMISS",' ',' '
'30390','660  ','Alcohol-related disorders',"ALCOH DEP NECNOS-UNSPEC",' ',' '
'30391','660  ','Alcohol-related disorders',"ALCOH DEP NECNOS-CONTIN",' ',' '
'30392','660  ','Alcohol-related disorders',"ALCOH DEP NECNOS-EPISOD",' ',' '
'30393','660  ','Alcohol-related disorders',"ALCOH DEP NECNOS-REMISS",' ',' '
'30500','660  ','Alcohol-related disorders',"ALCOHOL ABUSE-UNSPEC",' ',' '
'30501','660  ','Alcohol-related disorders',"ALCOHOL ABUSE-CONTINUOUS",' ',' '
'30502','660  ','Alcohol-related disorders',"ALCOHOL ABUSE-EPISODIC",' ',' '
'30503','660  ','Alcohol-related disorders',"ALCOHOL ABUSE-IN REMISS-",' ',' '
'3575 ','660  ','Alcohol-related disorders',"ALCOHOL POLYNEUROPATHY",' ',' '
'4255 ','660  ','Alcohol-related disorders',"ALCOHOL CARDIOMYOPATHY",' ',' '
'5353 ','660  ','Alcohol-related disorders',"ALCOHOL GASTRITIS",' ',' '
'53530','660  ','Alcohol-related disorders',"ALCHL GASTRTIS W/O HMRHG (Begin 1991)",' ',' '
'53531','660  ','Alcohol-related disorders',"ALCHL GSTRITIS W HMRHG (Begin 1991)",' ',' '
'5710 ','660  ','Alcohol-related disorders',"ALCHOL FATTY LIVER",' ',' '
'5711 ','660  ','Alcohol-related disorders',"ACUTE ALCOHOL HEPATITIS",' ',' '
'5712 ','660  ','Alcohol-related disorders',"ALCOHOL CIRRHOSIS LIVER",' ',' '
'5713 ','660  ','Alcohol-related disorders',"ALCOHOL LIVER DAMAGE UNSPEC",' ',' '
'76071','660  ','Alcohol-related disorders',"ALC AFF FETUS VIA BREAST PLACENTA",' ',' '
'9800 ','660  ','Alcohol-related disorders',"TOXIC EFFECT OF ALCOHOL (BEGIN 2007)",' ',' '
'2920 ','661  ','Substance-related disorders',"DRUG WITHDRAWAL SYNDROME",' ',' '
'29211','661  ','Substance-related disorders',"DRUG PARANOID STATE",' ',' '
'29212','661  ','Substance-related disorders',"DRUG HALLUCINOSIS",' ',' '
'2922 ','661  ','Substance-related disorders',"PATHOLOGIC DRUG INTOX",' ',' '
'29281','661  ','Substance-related disorders',"DRUG-INDUCED DELIRIUM",' ',' '
'29282','661  ','Substance-related disorders',"DRUG-INDUCED DEMENTIA",' ',' '
'29283','661  ','Substance-related disorders',"DRUG AMNESTIC SYNDROME",' ',' '
'29284','661  ','Substance-related disorders',"DRUG DEPRESSIVE SYNDROME",' ',' '
'29285','661  ','Substance-related disorders',"DRUG INDUCED SLEEP DISOR (Begin 2005)",' ',' '
'29289','661  ','Substance-related disorders',"DRUG MENTAL DISORDER NEC",' ',' '
'2929 ','661  ','Substance-related disorders',"DRUG MENTAL DISORDER NOS",' ',' '
'30400','661  ','Substance-related disorders',"OPIOID DEPENDENCE-UNSPEC",' ',' '
'30401','661  ','Substance-related disorders',"OPIOID DEPENDENCE-CONTIN",' ',' '
'30402','661  ','Substance-related disorders',"OPIOID DEPENDENCE-EPISOD",' ',' '
'30403','661  ','Substance-related disorders',"OPIOID DEPENDENCE-REMISS",' ',' '
'30410','661  ','Substance-related disorders',"BARBITURAT DEPEND-UNSPEC",' ',' '
'30411','661  ','Substance-related disorders',"BARBITURAT DEPEND-CONTIN",' ',' '
'30412','661  ','Substance-related disorders',"BARBITURAT DEPEND-EPISOD",' ',' '
'30413','661  ','Substance-related disorders',"BARBITURAT DEPEND-REMISS",' ',' '
'30420','661  ','Substance-related disorders',"COCAINE DEPEND-UNSPEC",' ',' '
'30421','661  ','Substance-related disorders',"COCAINE DEPEND-CONTIN",' ',' '
'30422','661  ','Substance-related disorders',"COCAINE DEPEND-EPISODIC",' ',' '
'30423','661  ','Substance-related disorders',"COCAINE DEPEND-REMISS",' ',' '
'30430','661  ','Substance-related disorders',"CANNABIS DEPEND-UNSPEC",' ',' '
'30431','661  ','Substance-related disorders',"CANNABIS DEPEND-CONTIN",' ',' '
'30432','661  ','Substance-related disorders',"CANNABIS DEPEND-EPISODIC",' ',' '
'30433','661  ','Substance-related disorders',"CANNABIS DEPEND-REMISS",' ',' '
'30440','661  ','Substance-related disorders',"AMPHETAMIN DEPEND-UNSPEC",' ',' '
'30441','661  ','Substance-related disorders',"AMPHETAMIN DEPEND-CONTIN",' ',' '
'30442','661  ','Substance-related disorders',"AMPHETAMIN DEPEND-EPISOD",' ',' '
'30443','661  ','Substance-related disorders',"AMPHETAMIN DEPEND-REMISS",' ',' '
'30450','661  ','Substance-related disorders',"HALLUCINOGEN DEP-UNSPEC",' ',' '
'30451','661  ','Substance-related disorders',"HALLUCINOGEN DEP-CONTIN",' ',' '
'30452','661  ','Substance-related disorders',"HALLUCINOGEN DEP-EPISOD",' ',' '
'30453','661  ','Substance-related disorders',"HALLUCINOGEN DEP-REMISS",' ',' '
'30460','661  ','Substance-related disorders',"DRUG DEPEND NEC-UNSPEC",' ',' '
'30461','661  ','Substance-related disorders',"DRUG DEPEND NEC-CONTIN",' ',' '
'30462','661  ','Substance-related disorders',"DRUG DEPEND NEC-EPISODIC",' ',' '
'30463','661  ','Substance-related disorders',"DRUG DEPEND NEC-IN REM",' ',' '
'30470','661  ','Substance-related disorders',"OPIOIDOTHER DEP-UNSPEC",' ',' '
'30471','661  ','Substance-related disorders',"OPIOIDOTHER DEP-CONTIN",' ',' '
'30472','661  ','Substance-related disorders',"OPIOIDOTHER DEP-EPISOD",' ',' '
'30473','661  ','Substance-related disorders',"OPIOIDOTHER DEP-REMISS",' ',' '
'30480','661  ','Substance-related disorders',"COMB DRUG DEP NEC-UNSPEC",' ',' '
'30481','661  ','Substance-related disorders',"COMB DRUG DEP NEC-CONTIN",' ',' '
'30482','661  ','Substance-related disorders',"COMB DRUG DEP NEC-EPISOD",' ',' '
'30483','661  ','Substance-related disorders',"COMB DRUG DEP NEC-REMISS",' ',' '
'30490','661  ','Substance-related disorders',"DRUG DEPEND NOS-UNSPEC",' ',' '
'30491','661  ','Substance-related disorders',"DRUG DEPEND NOS-CONTIN",' ',' '
'30492','661  ','Substance-related disorders',"DRUG DEPEND NOS-EPISODIC",' ',' '
'30493','661  ','Substance-related disorders',"DRUG DEPEND NOS-REMISS",' ',' '
'30520','661  ','Substance-related disorders',"CANNABIS ABUSE-UNSPEC",' ',' '
'30521','661  ','Substance-related disorders',"CANNABIS ABUSE-CONTIN",' ',' '
'30522','661  ','Substance-related disorders',"CANNABIS ABUSE-EPISODIC",' ',' '
'30523','661  ','Substance-related disorders',"CANNABIS ABUSE-IN REMISS",' ',' '
'30530','661  ','Substance-related disorders',"HALLUCINOG ABUSE-UNSPEC",' ',' '
'30531','661  ','Substance-related disorders',"HALLUCINOG ABUSE-CONTIN",' ',' '
'30532','661  ','Substance-related disorders',"HALLUCINOG ABUSE-EPISOD",' ',' '
'30533','661  ','Substance-related disorders',"HALLUCINOG ABUSE-REMISS",' ',' '
'30540','661  ','Substance-related disorders',"BARBITURATE ABUSE-UNSPEC",' ',' '
'30541','661  ','Substance-related disorders',"BARBITURATE ABUSE-CONTIN",' ',' '
'30542','661  ','Substance-related disorders',"BARBITURATE ABUSE-EPISOD",' ',' '
'30543','661  ','Substance-related disorders',"BARBITURATE ABUSE-REMISS",' ',' '
'30550','661  ','Substance-related disorders',"OPIOID ABUSE-UNSPEC",' ',' '
'30551','661  ','Substance-related disorders',"OPIOID ABUSE-CONTINUOUS",' ',' '
'30552','661  ','Substance-related disorders',"OPIOID ABUSE-EPISODIC",' ',' '
'30553','661  ','Substance-related disorders',"OPIOID ABUSE-IN REMISS",' ',' '
'30560','661  ','Substance-related disorders',"COCAINE ABUSE-UNSPEC",' ',' '
'30561','661  ','Substance-related disorders',"COCAINE ABUSE-CONTINUOUS",' ',' '
'30562','661  ','Substance-related disorders',"COCAINE ABUSE-EPISODIC",' ',' '
'30563','661  ','Substance-related disorders',"COCAINE ABUSE-IN REMISS",' ',' '
'30570','661  ','Substance-related disorders',"AMPHETAMINE ABUSE-UNSPEC",' ',' '
'30571','661  ','Substance-related disorders',"AMPHETAMINE ABUSE-CONTIN",' ',' '
'30572','661  ','Substance-related disorders',"AMPHETAMINE ABUSE-EPISOD",' ',' '
'30573','661  ','Substance-related disorders',"AMPHETAMINE ABUSE-REMISS",' ',' '
'30580','661  ','Substance-related disorders',"ANTIDEPRESS ABUSE-UNSPEC",' ',' '
'30581','661  ','Substance-related disorders',"ANTIDEPRESS ABUSE-CONTIN",' ',' '
'30582','661  ','Substance-related disorders',"ANTIDEPRESS ABUSE-EPISOD",' ',' '
'30583','661  ','Substance-related disorders',"ANTIDEPRESS ABUSE-REMISS",' ',' '
'30590','661  ','Substance-related disorders',"DRUG ABUSE NEC-UNSPEC",' ',' '
'30591','661  ','Substance-related disorders',"DRUG ABUSE NEC-CONTIN",' ',' '
'30592','661  ','Substance-related disorders',"DRUG ABUSE NEC-EPISODIC",' ',' '
'30593','661  ','Substance-related disorders',"DRUG ABUSE NEC-IN REMISS-",' ',' '
'64830','661  ','Substance-related disorders',"DRUG DEPENDENCY IN PREGNANCY UNSPECIFIED",' ',' '
'64831','661  ','Substance-related disorders',"DRUG DEPENDENCY IN PREGNANCY DELIVERED/ ANTEPAR",' ',' '
'64832','661  ','Substance-related disorders',"DRUG DEPENDENCY IN PREGNANCY DELIVERED/ POSTPAR",' ',' '
'64833','661  ','Substance-related disorders',"DRUG DEPENDENCY IN PREGNANCY/ ANTEPARTUM COND",' ',' '
'64834','661  ','Substance-related disorders',"DRUG DEPENDENCY IN PREGNANCY/ POSTPARTUM COND",' ',' '
'65550','661  ','Substance-related disorders',"SUSPECT DAMAGE TO FETUS - DRUGS UNSPECIFIED",' ',' '
'65551','661  ','Substance-related disorders',"SUSPECT DAMAGE TO FETUS - DRUGS DELIVERED ANTEP",' ',' '
'65553','661  ','Substance-related disorders',"SUSPECT DAMAGE TO FETUS - ANTEPARTUM",' ',' '
'76072','661  ','Substance-related disorders',"NARCOTICS AFFECT FETUS",' ',' '
'76073','661  ','Substance-related disorders',"HALLUCINOGENS AFFECT FETUS",' ',' '
'76075','661  ','Substance-related disorders',"COCAINE AFFECTS FETUS (Begin 1991)",' ',' '
'7795 ','661  ','Substance-related disorders',"DRUG WITHDRAWAL IN NEWBORN",' ',' '
'96500','661  ','Substance-related disorders',"POISONING BY OPIUM",' ',' '
'96501','661  ','Substance-related disorders',"POISONING BY HEROIN",' ',' '
'96502','661  ','Substance-related disorders',"POISONING BY METHADONE",' ',' '
'96509','661  ','Substance-related disorders',"POISONING BY OTH NARCOTICS",' ',' '
'V6542','661  ','Substance-related disorders',"COUNSELING FOR SUBSTANCE ABUSE (Begin 1994)",' ',' '
'E9500','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ ANALGES",'2613','E Codes: Poisoning'
'E9501','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ BARBITURATES",'2613','E Codes: Poisoning'
'E9502','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTH SEDATIVES",'2613','E Codes: Poisoning'
'E9503','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ TRANQUILIZERS",'2613','E Codes: Poisoning'
'E9504','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTHER SPEC DRUGS",'2613','E Codes: Poisoning'
'E9505','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ UNSPECIFIED DRUGS",'2613','E Codes: Poisoning'
'E9506','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ AGRI CHEMICALS",'2613','E Codes: Poisoning'
'E9507','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ CORROS CAUSTICS",'2613','E Codes: Poisoning'
'E9508','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ ARSENIC",'2613','E Codes: Poisoning'
'E9509','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTH SOLIDS AND LIQUIDS",'2613','E Codes: Poisoning'
'E9510','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ GAS IN PIPELINE",'2613','E Codes: Poisoning'
'E9511','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ LP GAS I",'2613','E Codes: Poisoning'
'E9518','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTHER UTILITY GAS",'2613','E Codes: Poisoning'
'E9520','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ MV EXHAUST GAS",'2613','E Codes: Poisoning'
'E9521','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTH CARBON MONOXIDE",'2613','E Codes: Poisoning'
'E9528','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTH SPEC GAS",'2613','E Codes: Poisoning'
'E9529','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ UNSPEC GAS",'2613','E Codes: Poisoning'
'E9530','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ HANGING",'2615','E Codes: Suffocation'
'E9531','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ SUFFOCAT PLASTIC BAG",'2615','E Codes: Suffocation'
'E9538','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTH STRANGUL/ SUFFOC",'2615','E Codes: Suffocation'
'E9539','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ UNSP STRANGUL SUFFOC",'2615','E Codes: Suffocation'
'E954 ','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ DROWNING",'2602','E Codes: Drowning/submersion'
'E9550','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ HANDGUN",'2605','E Codes: Firearm'
'E9551','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ SHOTGUN",'2605','E Codes: Firearm'
'E9552','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ HUNTING RIFLE",'2605','E Codes: Firearm'
'E9553','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ MILITARY FIREARM",'2605','E Codes: Firearm'
'E9554','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTHER UNSPEC FIREARM",'2605','E Codes: Firearm'
'E9555','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ EXPLOSIVES",'2618','E Codes: Other specified and classifiable'
'E9556','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ AIR GUN",'2618','E Codes: Other specified and classifiable'
'E9557','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ PAINTBALL GUN",'2618','E Codes: Other specified and classifiable'
'E9559','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ UNSPEC FIREARM EXPL",'2618','E Codes: Other specified and classifiable'
'E956 ','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ CUTTING PIERCING",'2601','E Codes: Cut/pierce'
'E9570','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ JUMP FROM RESIDENCE",'2603','E Codes: Fall'
'E9571','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ JUMP FROM OTH STRUCT",'2603','E Codes: Fall'
'E9572','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ JUMP FROM NATURAL SITE",'2603','E Codes: Fall'
'E9579','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ UNSPEC JUMP",'2603','E Codes: Fall'
'E9580','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ MOVING OBJECT",'2618','E Codes: Other specified and classifiable'
'E9581','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ BURNS/ FIRE",'2604','E Codes: Fire/burn'
'E9582','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ SCALD",'2604','E Codes: Fire/burn'
'E9583','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ COLD",'2611','E Codes: Natural/environment'
'E9584','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ ELECTROCUTION",'2618','E Codes: Other specified and classifiable'
'E9585','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ CRASHING MV",'2607','E Codes: Motor vehicle traffic (MVT)'
'E9586','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ CRASHING AIRCRAFT",'2610','E Codes: Transport; not MVT'
'E9587','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ CAUST SUBST EXC POISON",'2604','E Codes: Fire/burn'
'E9588','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ OTHER SPEC",'2619','E Codes: Other specified; NEC'
'E9589','662  ','Suicide and intentional self-inflicted in',"SELF-INFL INJ UNSPEC MEANS",'2620','E Codes: Unspecified'
'E959 ','662  ','Suicide and intentional self-inflicted in',"LATE EFFECTS SELF-INFLICTED INJURY",'2619','E Codes: Other specified; NEC'
'V6284','662  ','Suicide and intentional self-inflicted in',"SUICIDAL IDEATION OCT05--",' ',' '
'3051 ','663  ','Screening and history of mental health an',"TOBACCO USE DISORDER OCT 94",' ',' '
'30510','663  ','Screening and history of mental health an',"TOBACCO ABUSE-UNSPEC",' ',' '
'30511','663  ','Screening and history of mental health an',"TOBACCO ABUSE-CONTINUOUS",' ',' '
'30512','663  ','Screening and history of mental health an',"TOBACCO ABUSE-EPISODIC",' ',' '
'30513','663  ','Screening and history of mental health an',"TOBACCO ABUSE-IN REMISS",' ',' '
'33392','663  ','Screening and history of mental health an',"NEUROLEPTIC MALIGNANT SYNDROME",' ',' '
'7903 ','663  ','Screening and history of mental health an',"EXCESS BLOOD ALCOHOL - LAB",' ',' '
'V110 ','663  ','Screening and history of mental health an',"PERSONAL HX SCHIZ",' ',' '
'V111 ','663  ','Screening and history of mental health an',"PERSONAL HX AFFECTIVE DIS",' ',' '
'V112 ','663  ','Screening and history of mental health an',"PERSONAL HISTORY NEUROSIS",' ',' '
'V113 ','663  ','Screening and history of mental health an',"PERSONAL HX ALCOHOLISM",' ',' '
'V114 ','663  ','Screening and history of mental health an',"Hx combat/stress reactn (Begin 2010)",' ',' '
'V118 ','663  ','Screening and history of mental health an',"PERSONAL HX MENTAL DIS - OTHER",' ',' '
'V119 ','663  ','Screening and history of mental health an',"PERSONAL HX - MENTAL DIS - UNSPEC",' ',' '
'V154 ','663  ','Screening and history of mental health an',"PSYCHOLOGICAL TRAUMA",' ',' '
'V1541','663  ','Screening and history of mental health an',"HISTORY OF PHYSICAL ABUSE",' ',' '
'V1542','663  ','Screening and history of mental health an',"HISTORY OF EMOTIONAL ABUSE",' ',' '
'V1549','663  ','Screening and history of mental health an',"PSYCHOLOGICAL TRAUMA - OTHER",' ',' '
'V1582','663  ','Screening and history of mental health an',"HISTORY OF TOBACCO USE",' ',' '
'V6285','663  ','Screening and history of mental health an',"Homicidal ideation (Begin 2010)",' ',' '
'V663 ','663  ','Screening and history of mental health an',"PALLIATIVE CARE FOLLOWING PSYCHOTHERAPY AND OTH",' ',' '
'V701 ','663  ','Screening and history of mental health an',"PSYCH EXAM REQ BY AUTHORITY",' ',' '
'V702 ','663  ','Screening and history of mental health an',"OTHER GENERAL PSYCH EXAM",' ',' '
'V7101','663  ','Screening and history of mental health an',"OBSERV FOR ADULT ANTISOCIAL",' ',' '
'V7102','663  ','Screening and history of mental health an',"OBSERV FOR CHILD ANTISOCIAL",' ',' '
'V7109','663  ','Screening and history of mental health an',"OBSERV FOR OTH SUSP MENTAL DIS",' ',' '
'V790 ','663  ','Screening and history of mental health an',"SCREEN FOR DEPRESSION",' ',' '
'V791 ','663  ','Screening and history of mental health an',"SCREEN FOR ALCOHOLISM",' ',' '
'V792 ','663  ','Screening and history of mental health an',"SCREEN FOR MENTAL RETARDATION",' ',' '
'V793 ','663  ','Screening and history of mental health an',"SCREEN FOR DEV PROBLEMS",' ',' '
