'ICD-9-CM CODE','CCS LVL 1','CCS LVL 1 LABEL','CCS LVL 2','CCS LVL 2 LABEL','CCS LVL 3','CCS LVL 3 LABEL','CCS LVL 4','CCS LVL 4 LABEL'
'83664','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83669','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'8370 ','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'8371 ','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83800','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83801','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83802','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83803','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83804','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83805','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83806','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83809','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83810','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83811','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83812','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83813','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83814','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83815','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83816','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83819','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83900','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83901','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83902','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83903','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83904','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83905','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83906','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83907','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83908','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83910','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83911','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83912','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83913','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83914','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83915','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83916','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83917','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83918','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83920','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83921','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83930','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83931','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83940','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83941','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83942','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83949','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83950','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83951','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83952','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83959','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83961','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83969','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83971','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'83979','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'8398 ','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'8399 ','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'9056 ','16',"Injury and poisoning",'16.1',"Joint disorders and dislocations; trauma-related [225.]",' '," ",' '," "
'82000','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82001','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82002','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82003','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82009','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82010','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82011','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82012','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82013','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82019','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82020','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82021','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82022','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82030','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82031','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'82032','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'8208 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'8209 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'9053 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'V5413','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'V5423','16',"Injury and poisoning",'16.2',"Fractures",'16.2.1',"Fracture of neck of femur (hip) [226.]",' '," "
'80000','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80001','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80002','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80003','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80004','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80005','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80006','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80009','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80050','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80051','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80052','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80053','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80054','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80055','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80056','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80059','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80100','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80101','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80102','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80103','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80104','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80105','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80106','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80109','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80150','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80151','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80152','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80153','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80154','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80155','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80156','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80159','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8020 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8021 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80220','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80221','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80222','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80223','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80224','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80225','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80226','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80227','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80228','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80229','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80230','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80231','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80232','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80233','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80234','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80235','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80236','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80237','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80238','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80239','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8024 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8025 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8026 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8027 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8028 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'8029 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80300','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80301','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80302','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80303','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80304','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80305','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80306','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80309','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80350','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80351','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80352','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80353','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80354','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80355','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80356','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80359','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80400','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80401','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80402','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80403','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80404','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80405','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80406','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80409','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80450','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80451','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80452','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80453','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80454','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80455','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80456','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'80459','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'9050 ','16',"Injury and poisoning",'16.2',"Fractures",'16.2.2',"Skull and face fractures [228.]",' '," "
'81345','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'V5410','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'V5411','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'V5412','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'V5420','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'V5421','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'V5422','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",' '," "
'81200','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81201','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81202','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81203','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81209','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81210','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81211','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81212','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81213','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81219','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81220','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81221','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81230','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81231','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81240','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81241','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81242','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81243','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81244','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81249','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81250','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81251','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81252','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81253','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81254','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81259','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.1',"Fracture of humerus"
'81300','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81301','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81302','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81303','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81304','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81305','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81306','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81307','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81308','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81310','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81311','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81312','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81313','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81314','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81315','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81316','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81317','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81318','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81320','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81321','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81322','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81323','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81330','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81331','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81332','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81333','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81340','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81341','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81342','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81343','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81344','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81346','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
'81347','16',"Injury and poisoning",'16.2',"Fractures",'16.2.3',"Fracture of upper limb [229.]",'16.2.3.2',"Fracture of radius and ulna"
